ibgeCode,municipio,uf,hierarquia,distancia_polo_km
2112233,Trizidela do Vale,MA,3,42.43
2112274,Tufilândia,MA,5,19.52
2112308,Tuntum,MA,5,47.25
2112407,Turiaçu,MA,5,159.23
2112456,Turilândia,MA,5,51.19
2112506,Tutóia,MA,4,70.8
2112605,Urbano Santos,MA,4,135.29
2112704,Vargem Grande,MA,5,132.73
2112803,Viana,MA,5,98.34
2112852,Vila Nova dos Martírios,MA,5,63.77
2112902,Vitória do Mearim,MA,5,126.61
2113009,Vitorino Freire,MA,4,62.15
2114007,Zé Doca,MA,4,84.16
2200053,Acauã,PI,5,26.83
2200103,Agricolândia,PI,5,74.33
2200202,Água Branca,PI,4,91.08
2200251,Alagoinha do Piauí,PI,5,68.08
2200277,Alegrete do Piauí,PI,5,82.34
2200301,Alto Longá,PI,5,71.75
2200400,Altos,PI,5,31.53
2200459,Alvorada do Gurguéia,PI,5,107.98
2200509,Amarante,PI,5,141.12
2200608,Angical do Piauí,PI,5,111.66
2200707,Anísio de Abreu,PI,5,45.12
2200806,Antônio Almeida,PI,5,125.93
2200905,Aroazes,PI,5,27.08
2200954,Aroeiras do Itaim,PI,5,21.05
2201002,Arraial,PI,5,75.23
2201051,Assunção do Piauí,PI,5,204.47
2201101,Avelino Lopes,PI,5,578.42
2201150,Baixa Grande do Ribeiro,PI,5,463.12
2201176,Barra D'Alcântara,PI,5,173.53
2201200,Barras,PI,5,109.56
2201309,Barreiras do Piauí,PI,5,75.71
2201408,Barro Duro,PI,5,81.96
2201507,Batalha,PI,5,26.0
2201556,Bela Vista do Piauí,PI,5,28.66
2201572,Belém do Piauí,PI,5,70.27
2201606,Beneditinos,PI,5,55.34
2201705,Bertolínia,PI,5,319.41
2201739,Betânia do Piauí,PI,5,42.77
2201770,Boa Hora,PI,5,108.82
2201804,Bocaina,PI,5,29.05
2201903,Bom Jesus,PI,3,501.61
2201919,Bom Princípio do Piauí,PI,5,25.75
2201929,Bonfim do Piauí,PI,5,28.71
2201945,Boqueirão do Piauí,PI,5,37.78
2201960,Brasileira,PI,5,27.58
2201988,Brejo do Piauí,PI,5,59.75
2202000,Buriti dos Lopes,PI,5,31.42
2202026,Buriti dos Montes,PI,5,168.27
2202059,Cabeceiras do Piauí,PI,5,87.06
2202075,Cajazeiras do Piauí,PI,5,38.44
2202083,Cajueiro da Praia,PI,5,43.25
2202091,Caldeirão Grande do Piauí,PI,5,35.94
2202109,Campinas do Piauí,PI,5,24.07
2202117,Campo Alegre do Fidalgo,PI,5,48.16
2202133,Campo Grande do Piauí,PI,5,52.53
2202174,Campo Largo do Piauí,PI,5,40.03
2202208,Campo Maior,PI,3,70.62
2202251,Canavieira,PI,5,80.99
2202307,Canto do Buriti,PI,4,366.11
2202406,Capitão de Campos,PI,5,25.9
2202455,Capitão Gervásio Oliveira,PI,5,45.58
2202505,Caracol,PI,5,70.24
2202539,Caraúbas do Piauí,PI,5,67.34
2202554,Caridade do Piauí,PI,5,24.6
2202604,Castelo do Piauí,PI,4,131.91
2202653,Caxingó,PI,5,48.9
2202703,Cocal,PI,4,59.35
2202711,Cocal de Telha,PI,5,34.95
2202729,Cocal dos Alves,PI,5,24.02
2202737,Coivaras,PI,5,50.34
2202752,Colônia do Gurguéia,PI,5,358.3
2202778,Colônia do Piauí,PI,5,36.49
2202802,Conceição do Canindé,PI,5,50.5
2202851,Coronel José Dias,PI,5,42.75
2202901,Corrente,PI,4,644.67
2203008,Cristalândia do Piauí,PI,5,38.91
2203107,Cristino Castro,PI,5,81.64
2203206,Curimatá,PI,4,81.59
2203230,Currais,PI,5,49.25
2203255,Curralinhos,PI,5,58.32
2203271,Curral Novo do Piauí,PI,5,24.29
2203305,Demerval Lobão,PI,5,27.33
2203354,Dirceu Arcoverde,PI,5,49.03
2203404,Dom Expedito Lopes,PI,5,22.17
2203420,Domingos Mourão,PI,5,51.74
2203453,Dom Inocêncio,PI,5,87.48
2203503,Elesbão Veloso,PI,5,134.73
2203602,Eliseu Martins,PI,5,334.57
2203701,Esperantina,PI,4,154.89
2203750,Fartura do Piauí,PI,5,56.57
2203800,Flores do Piauí,PI,5,78.09
2203859,Floresta do Piauí,PI,5,67.93
2203909,Floriano,PI,3,214.86
2204006,Francinópolis,PI,5,157.15
2204105,Francisco Ayres,PI,5,54.39
2204154,Francisco Macedo,PI,5,45.34
2204204,Francisco Santos,PI,5,41.74
2204303,Fronteiras,PI,5,103.95
2204352,Geminiano,PI,3,279.13
2204402,Gilbués,PI,5,90.35
2204501,Guadalupe,PI,5,71.42
2204550,Guaribas,PI,5,105.43
2204600,Hugo Napoleão,PI,5,107.19
2204659,Ilha Grande,PI,5,16.05
2204709,Inhuma,PI,5,209.88
2204808,Ipiranga do Piauí,PI,5,39.74
2204907,Isaías Coelho,PI,5,67.67
2205003,Itainópolis,PI,5,39.71
2205102,Itaueira,PI,5,270.66
2205151,Jacobina do Piauí,PI,5,26.85
2205201,Jaicós,PI,4,50.99
2205250,Jardim do Mulato,PI,5,118.41
2205276,Jatobá do Piauí,PI,5,25.76
2205300,Jerumenha,PI,5,48.11
2205359,João Costa,PI,5,35.07
2205409,Joaquim Pires,PI,5,33.62
2205458,Joca Marques,PI,5,9.85
2205508,José de Freitas,PI,5,49.36
2205516,Juazeiro do Piauí,PI,5,40.05
2205524,Júlio Borges,PI,5,54.89
2205532,Jurema,PI,5,49.58
2205540,Lagoinha do Piauí,PI,5,10.33
2205557,Lagoa Alegre,PI,5,70.99
2205565,Lagoa do Barro do Piauí,PI,5,77.12
2205573,Lagoa de São Francisco,PI,5,24.57
2205581,Lagoa do Piauí,PI,5,42.41
2205599,Lagoa do Sítio,PI,5,37.69
2205607,Landri Sales,PI,5,99.09
2205706,Luís Correia,PI,5,32.91
2205805,Luzilândia,PI,4,171.14
2205854,Madeiro,PI,5,18.85
2205904,Manoel Emídio,PI,5,168.28
2205953,Marcolândia,PI,3,95.81
2206001,Marcos Parente,PI,5,90.15
2206050,Massapê do Piauí,PI,5,20.32
2206100,Matias Olímpio,PI,5,155.97
2206209,Miguel Alves,PI,5,96.07
2206308,Miguel Leão,PI,5,66.7
2206357,Milton Brandão,PI,5,24.76
2206407,Monsenhor Gil,PI,5,58.38
2206506,Monsenhor Hipólito,PI,5,55.72
2206605,Monte Alegre do Piauí,PI,5,88.33
2206654,Morro Cabeça no Tempo,PI,5,45.17
2206670,Morro do Chapéu do Piauí,PI,5,15.33
2206696,Murici dos Portelas,PI,5,52.51
2206704,Nazaré do Piauí,PI,5,37.18
2206720,Nazária,PI,5,40.63
2206753,Nossa Senhora de Nazaré,PI,5,26.54
2206803,Nossa Senhora dos Remédios,PI,5,120.18
2206902,Novo Oriente do Piauí,PI,5,177.04
2206951,Novo Santo Antônio,PI,5,93.73
2207009,Oeiras,PI,3,216.8
2207108,Olho D'Água do Piauí,PI,5,10.45
2207207,Padre Marcos,PI,5,79.24
2207306,Paes Landim,PI,5,28.78
2207355,Pajeú do Piauí,PI,5,73.34
2207405,Palmeira do Piauí,PI,5,76.86
2207504,Palmeirais,PI,5,89.83
2207553,Paquetá,PI,5,19.95
2207603,Parnaguá,PI,5,62.84
2207702,Parnaíba,PI,3,261.91
2207751,Passagem Franca do Piauí,PI,5,89.65
2207777,Patos do Piauí,PI,5,72.16
2207793,Pau D'Arco do Piauí,PI,5,33.76
2207801,Paulistana,PI,4,124.22
2207850,Pavussu,PI,5,106.19
2207900,Pedro II,PI,4,163.41
2207934,Pedro Laurentino,PI,5,27.45
2207959,Nova Santa Rita,PI,5,34.09
2208007,Picos,PI,3,255.59
2208106,Pimenteiras,PI,5,222.49
2208205,Pio IX,PI,5,94.33
2208304,Piracuruca,PI,4,186.68
2208403,Piripiri,PI,3,137.64
2208502,Porto,PI,5,128.2
2208551,Porto Alegre do Piauí,PI,5,107.9
2208601,Prata do Piauí,PI,5,93.89
2208650,Queimada Nova,PI,5,51.31
2208700,Redenção do Gurguéia,PI,5,32.43
2208809,Regeneração,PI,5,141.69
2208858,Riacho Frio,PI,5,62.42
2208874,Ribeira do Piauí,PI,5,114.92
2208908,Ribeiro Gonçalves,PI,5,429.65
2209005,Rio Grande do Piauí,PI,5,85.54
2209104,Santa Cruz do Piauí,PI,5,33.91
2209153,Santa Cruz dos Milagres,PI,5,131.56
2209203,Santa Filomena,PI,5,111.83
2209302,Santa Luz,PI,5,52.64
2209351,Santana do Piauí,PI,5,13.25
2209377,Santa Rosa do Piauí,PI,5,18.88
2209401,Santo Antônio de Lisboa,PI,5,38.38
2209450,Santo Antônio dos Milagres,PI,5,105.42
2209500,Santo Inácio do Piauí,PI,5,57.16
2209559,São Braz do Piauí,PI,5,32.33
2209609,São Félix do Piauí,PI,5,116.47
2209658,São Francisco de Assis do Piauí,PI,5,366.3
2209708,São Francisco do Piauí,PI,5,67.3
2209757,São Gonçalo do Gurguéia,PI,5,39.21
2209807,São Gonçalo do Piauí,PI,5,100.6
2209856,São João da Canabrava,PI,5,43.05
2209872,São João da Fronteira,PI,5,65.71
2209906,São João da Serra,PI,5,107.49
2209955,São João da Varjota,PI,5,31.2
2209971,São João do Arraial,PI,5,28.78
2210003,São João do Piauí,PI,4,361.77
2210052,São José do Divino,PI,5,28.66
2210102,São José do Peixe,PI,5,265.22
2210201,São José do Piauí,PI,5,27.23
2210300,São Julião,PI,5,77.5
2210359,São Lourenço do Piauí,PI,5,30.18
2210375,São Luis do Piauí,PI,5,43.28
2210383,São Miguel da Baixa Grande,PI,5,94.83
2210391,São Miguel do Fidalgo,PI,5,72.54
2210409,São Miguel do Tapuio,PI,5,160.09
2210508,São Pedro do Piauí,PI,5,79.75
2210607,São Raimundo Nonato,PI,3,429.77
2210623,Sebastião Barros,PI,5,44.05
2210631,Sebastião Leal,PI,5,138.52
2210656,Sigefredo Pacheco,PI,5,39.2
2210706,Simões,PI,4,29.03
2210805,Simplício Mendes,PI,4,310.06
2210904,Socorro do Piauí,PI,5,52.89
2210938,Sussuapara,PI,5,18.73
2210953,Tamboril do Piauí,PI,5,32.16
2210979,Tanque do Piauí,PI,5,35.61
2211001,Teresina,PI,2,489.51
2211100,União,PI,5,56.84
2211209,Uruçuí,PI,4,360.56
2211308,Valença do Piauí,PI,4,175.05
2211357,Várzea Branca,PI,5,46.06
2211407,Várzea Grande,PI,5,171.03
2211506,Vera Mendes,PI,5,60.21
2211605,Vila Nova do Piauí,PI,5,66.74
2211704,Wall Ferraz,PI,5,45.5
2300101,Abaiara,CE,5,34.39
2300150,Acarape,CE,5,51.09
2300200,Acaraú,CE,5,195.28
2300309,Acopiara,CE,4,35.28
2300408,Aiuaba,CE,5,128.02
2300507,Alcântaras,CE,5,42.76
2300606,Altaneira,CE,5,50.03
2300705,Alto Santo,CE,5,44.34
2300754,Amontada,CE,5,152.26
2300804,Antonina do Norte,CE,5,89.73
2300903,Apuiarés,CE,5,90.5
2301000,Aquiraz,CE,1,26.12
2301109,Aracati,CE,3,136.3
2301208,Aracoiaba,CE,5,18.94
2301257,Ararendá,CE,5,47.48
2301307,Araripe,CE,5,86.99
2301406,Aratuba,CE,5,19.9
2301505,Arneiroz,CE,5,35.15
2301604,Assaré,CE,5,70.37
2301703,Aurora,CE,5,41.18
2301802,Baixio,CE,5,33.2
2301851,Banabuiú,CE,5,34.37
2301901,Barbalha,CE,2,412.83
2301950,Barreira,CE,5,61.51
2302008,Barro,CE,5,31.38
2302057,Barroquinha,CE,5,41.16
2302107,Baturité,CE,3,75.78
2302206,Beberibe,CE,5,82.41
2302305,Bela Cruz,CE,5,213.47
2302404,Boa Viagem,CE,5,203.06
2302503,Brejo Santo,CE,4,58.26
2302602,Camocim,CE,3,114.96
2302701,Campos Sales,CE,5,111.34
2302800,Canindé,CE,4,120.17
2302909,Capistrano,CE,5,11.57
2303006,Caridade,CE,5,78.85
2303105,Cariré,CE,5,36.39
2303204,Caririaçu,CE,5,17.87
2303303,Cariús,CE,5,38.18
2303402,Carnaubal,CE,5,10.61
2303501,Cascavel,CE,5,56.44
2303600,Catarina,CE,5,70.79
2303659,Catunda,CE,5,35.37
2303709,Caucaia,CE,1,31.11
2303808,Cedro,CE,5,71.23
2303907,Chaval,CE,5,59.38
2303931,Choró,CE,5,33.71
2303956,Chorozinho,CE,5,58.45
2304004,Coreaú,CE,5,58.77
2304103,Crateús,CE,3,289.58
2304202,Crato,CE,2,398.22
2304236,Croatá,CE,5,18.15
2304251,Cruz,CE,5,222.67
2304269,Deputado Irapuan Pinheiro,CE,5,36.27
2304277,Ereré,CE,5,22.84
2304285,Eusébio,CE,1,12.94
2304301,Farias Brito,CE,5,41.01
2304350,Forquilha,CE,2,188.58
2304400,Fortaleza,CE,1,0.0
2304459,Fortim,CE,5,104.64
2304509,Frecheirinha,CE,5,68.05
2304608,General Sampaio,CE,5,106.21
2304657,Graça,CE,5,66.49
2304707,Granja,CE,5,107.77
2304806,Granjeiro,CE,5,30.13
2304905,Groaíras,CE,5,19.24
2304954,Guaiúba,CE,5,39.34
2305001,Guaraciaba do Norte,CE,4,90.12
2305100,Guaramiranga,CE,5,18.61
2305209,Hidrolândia,CE,5,72.52
2305233,Horizonte,CE,4,36.14
2305266,Ibaretama,CE,5,31.28
2305308,Ibiapina,CE,5,24.45
2305332,Ibicuitinga,CE,5,43.59
2305357,Icapuí,CE,5,31.22
2305407,Icó,CE,4,54.71
2305506,Iguatu,CE,3,91.7
2305605,Independência,CE,5,275.24
2305654,Ipaporanga,CE,5,33.52
2305704,Ipaumirim,CE,5,25.5
2305803,Ipu,CE,4,79.19
2305902,Ipueiras,CE,5,32.31
2306009,Iracema,CE,5,222.69
2306108,Irauçuba,CE,5,45.76
2306207,Itaiçaba,CE,5,17.62
2306256,Itaitinga,CE,1,24.59
2306306,Itapajé,CE,3,116.32
2306405,Itapipoca,CE,3,126.38
2306504,Itapiúna,CE,5,102.07
2306553,Itarema,CE,5,171.73
2306603,Itatira,CE,5,30.34
2306702,Jaguaretama,CE,5,191.41
2306801,Jaguaribara,CE,5,74.12
2306900,Jaguaribe,CE,5,242.82
2307007,Jaguaruana,CE,5,147.92
2307106,Jardim,CE,5,46.17
2307205,Jati,CE,5,17.06
2307254,Jijoca de Jericoacoara,CE,5,107.58
2307304,Juazeiro do Norte,CE,2,387.24
2307403,Jucás,CE,5,38.08
2307502,Lavras da Mangabeira,CE,5,55.28
2307601,Limoeiro do Norte,CE,3,161.64
2307635,Madalena,CE,5,162.05
2307650,Maracanaú,CE,1,15.82
2307700,Maranguape,CE,1,40.64
2307809,Marco,CE,5,69.22
2307908,Martinópole,CE,5,85.39
2308005,Massapê,CE,5,40.42
2308104,Mauriti,CE,4,67.92
2308203,Meruoca,CE,5,35.87
2308302,Milagres,CE,5,40.3
2308351,Milhã,CE,5,218.74
2308377,Miraíma,CE,5,39.01
2308401,Missão Velha,CE,5,20.76
2308500,Mombaça,CE,4,260.77
2308609,Monsenhor Tabosa,CE,5,210.05
2308708,Morada Nova,CE,5,140.03
2308807,Moraújo,CE,5,63.45
2308906,Morrinhos,CE,5,60.47
2309003,Mucambo,CE,5,59.61
2309102,Mulungu,CE,5,77.63
2309201,Nova Olinda,CE,5,42.29
2309300,Nova Russas,CE,5,61.49
2309409,Novo Oriente,CE,5,43.89
2309458,Ocara,CE,5,83.1
2309508,Orós,CE,5,23.92
2309607,Pacajus,CE,3,44.85
2309706,Pacatuba,CE,1,20.04
2309805,Pacoti,CE,5,62.37
2309904,Pacujá,CE,5,55.55
2310001,Palhano,CE,5,20.32
2310100,Palmácia,CE,5,51.56
2310209,Paracuru,CE,5,66.24
2310258,Paraipaba,CE,5,82.84
2310308,Parambu,CE,5,57.22
2310407,Paramoti,CE,5,105.65
2310506,Pedra Branca,CE,5,240.33
2310605,Penaforte,CE,5,72.0
2310704,Pentecoste,CE,5,69.57
2310803,Pereiro,CE,5,251.16
2310852,Pindoretama,CE,5,38.86
2310902,Piquet Carneiro,CE,5,58.42
2310951,Pires Ferreira,CE,5,15.63
2311009,Poranga,CE,5,59.46
2311108,Porteiras,CE,5,20.81
2311207,Potengi,CE,5,82.88
2311231,Potiretama,CE,5,67.06
2311264,Quiterianópolis,CE,5,338.75
2311306,Quixadá,CE,3,138.5
2311355,Quixelô,CE,5,27.06
2311405,Quixeramobim,CE,4,185.32
2311504,Quixeré,CE,5,22.39
2311603,Redenção,CE,5,58.34
2311702,Reriutaba,CE,5,54.98
2311801,Russas,CE,3,125.13
2311900,Saboeiro,CE,5,101.71
2311959,Salitre,CE,5,118.55
2312007,Santana do Acaraú,CE,5,39.41
2312106,Santana do Cariri,CE,5,51.62
2312205,Santa Quitéria,CE,4,62.37
2312304,São Benedito,CE,4,35.02
2312403,São Gonçalo do Amarante,CE,4,61.78
2312502,São João do Jaguaribe,CE,5,30.98
2312601,São Luís do Curu,CE,5,83.08
2312700,Senador Pompeu,CE,5,223.76
2312809,Senador Sá,CE,5,65.69
2312908,Sobral,CE,2,188.48
2313005,Solonópole,CE,5,228.04
2313104,Tabuleiro do Norte,CE,5,179.51
2313203,Tamboril,CE,5,52.19
2313252,Tarrafas,CE,5,70.55
2313302,Tauá,CE,4,307.03
2313351,Tejuçuoca,CE,5,118.39
2313401,Tianguá,CE,3,92.41
2313500,Trairi,CE,5,104.28
2313559,Tururu,CE,5,27.76
2313609,Ubajara,CE,5,15.49
2313708,Umari,CE,5,26.92
2313757,Umirim,CE,5,40.04
2313807,Uruburetama,CE,5,26.66
2313906,Uruoca,CE,5,74.16
2313955,Varjota,CE,5,49.6
2314003,Várzea Alegre,CE,5,45.4
2314102,Viçosa do Ceará,CE,5,23.08
2400109,Acari,RN,5,30.6
2400208,Assú,RN,3,204.63
2400307,Afonso Bezerra,RN,5,45.68
2400406,Água Nova,RN,5,18.71
2400505,Alexandria,RN,5,33.45
2400604,Almino Afonso,RN,5,118.98
2400703,Alto do Rodrigues,RN,5,36.21
2400802,Angicos,RN,4,153.87
2400901,Antônio Martins,RN,4,28.79
2401008,Apodi,RN,5,75.25
2401107,Areia Branca,RN,5,37.7
2401206,Arez,RN,5,51.67
2401305,Campo Grande,RN,5,77.84
2401404,Baía Formosa,RN,5,79.51
2401453,Baraúna,RN,5,33.82
2401503,Barcelona,RN,5,86.28
2401602,Bento Fernandes,RN,5,70.75
2401651,Bodó,RN,5,29.22
2401701,Bom Jesus,RN,5,55.12
2401800,Brejinho,RN,5,58.99
2401859,Caiçara do Norte,RN,5,117.25
2401909,Caiçara do Rio do Vento,RN,5,94.39
2402006,Caicó,RN,3,221.81
2402105,Campo Redondo,RN,5,22.49
2402204,Canguaretama,RN,4,73.92
2402303,Caraúbas,RN,5,71.78
2402402,Carnaúba dos Dantas,RN,5,177.08
2402501,Carnaubais,RN,5,34.13
2402600,Ceará-Mirim,RN,5,28.48
2402709,Cerro Corá,RN,5,28.99
2402808,Coronel Ezequiel,RN,5,132.57
2402907,Coronel João Pessoa,RN,5,7.32
2403004,Cruzeta,RN,5,26.62
2403103,Currais Novos,RN,3,150.66
2403202,Doutor Severiano,RN,5,25.53
2403251,Parnamirim,RN,2,238.73
2403301,Encanto,RN,5,15.57
2403400,Equador,RN,5,87.87
2403509,Espírito Santo,RN,5,65.58
2403608,Extremoz,RN,2,264.51
2403707,Felipe Guerra,RN,5,54.53
2403756,Fernando Pedroza,RN,5,73.2
2403806,Florânia,RN,5,42.02
2403905,Francisco Dantas,RN,5,9.69
2404002,Frutuoso Gomes,RN,5,123.5
2404101,Galinhos,RN,5,130.26
2404200,Goianinha,RN,5,62.06
2404309,Governador Dix-Sept Rosado,RN,5,34.02
2404408,Grossos,RN,5,28.72
2404507,Guamaré,RN,5,143.83
2404606,Ielmo Marinho,RN,5,42.35
2404705,Ipanguaçu,RN,5,22.96
2404804,Ipueira,RN,5,37.4
2404853,Itajá,RN,5,29.28
2404903,Itaú,RN,5,43.26
2405009,Jaçanã,RN,5,21.48
2405108,Jandaíra,RN,5,115.23
2405207,Janduís,RN,5,92.65
2405306,Januário Cicco,RN,5,67.18
2405405,Japi,RN,5,23.72
2405504,Jardim de Angicos,RN,5,19.73
2405603,Jardim de Piranhas,RN,5,243.3
2405702,Jardim do Seridó,RN,5,28.6
2405801,João Câmara,RN,4,82.6
2405900,João Dias,RN,5,12.73
2406007,José da Penha,RN,5,27.95
2406106,Jucurutu,RN,5,45.64
2406155,Jundiá,RN,5,61.31
2406205,Lagoa d'Anta,RN,5,88.32
2406304,Lagoa de Pedras,RN,5,59.85
2406403,Lagoa de Velhos,RN,5,13.13
2406502,Lagoa Nova,RN,5,16.91
2406601,Lagoa Salgada,RN,5,59.12
2406700,Lajes,RN,4,111.59
2406809,Lajes Pintadas,RN,5,116.0
2406908,Lucrécia,RN,5,117.05
2407005,Luís Gomes,RN,5,38.82
2407104,Macaíba,RN,2,241.26
2407203,Macau,RN,5,161.28
2407252,Major Sales,RN,5,36.04
2407302,Marcelino Vieira,RN,5,18.08
2407401,Martins,RN,5,29.1
2407500,Maxaranguape,RN,5,36.79
2407609,Messias Targino,RN,5,102.9
2407708,Montanhas,RN,5,87.2
2407807,Monte Alegre,RN,5,48.41
2407906,Monte das Gameleiras,RN,5,104.83
2408003,Mossoró,RN,2,246.0
2408102,Natal,RN,2,258.24
2408201,Nísia Floresta,RN,5,36.05
2408300,Nova Cruz,RN,5,84.79
2408409,Olho d'Água do Borges,RN,5,98.86
2408508,Ouro Branco,RN,5,27.32
2408607,Paraná,RN,5,38.92
2408706,Paraú,RN,5,30.6
2408805,Parazinho,RN,5,98.67
2408904,Parelhas,RN,4,193.34
2408953,Rio do Fogo,RN,5,46.67
2409100,Passa e Fica,RN,5,92.88
2409209,Passagem,RN,5,66.27
2409308,Patu,RN,4,106.53
2409332,Santa Maria,RN,5,60.89
2409407,Pau dos Ferros,RN,3,140.13
2409506,Pedra Grande,RN,5,101.27
2409605,Pedra Preta,RN,5,22.23
2409704,Pedro Avelino,RN,5,131.32
2409803,Pedro Velho,RN,5,81.45
2409902,Pendências,RN,5,167.85
2410009,Pilões,RN,5,24.15
2410108,Poço Branco,RN,5,60.47
2410207,Portalegre,RN,5,19.19
2410256,Porto do Mangue,RN,5,54.77
2410306,Serra Caiada,RN,5,74.35
2410405,Pureza,RN,5,57.62
2410504,Rafael Fernandes,RN,5,10.81
2410603,Rafael Godeiro,RN,5,11.95
2410702,Riacho da Cruz,RN,5,31.21
2410801,Riacho de Santana,RN,5,25.78
2410900,Riachuelo,RN,5,75.15
2411007,Rodolfo Fernandes,RN,5,30.33
2411056,Tibau,RN,5,32.22
2411106,Ruy Barbosa,RN,5,86.09
2411205,Santa Cruz,RN,4,108.65
2411403,Santana do Matos,RN,5,162.9
2411429,Santana do Seridó,RN,5,16.5
2411502,Santo Antônio,RN,5,77.02
2411601,São Bento do Norte,RN,5,111.47
2411700,São Bento do Trairí,RN,5,15.73
2411809,São Fernando,RN,5,20.65
2411908,São Francisco do Oeste,RN,5,15.04
2412005,São Gonçalo do Amarante,RN,2,254.96
2412104,São João do Sabugi,RN,5,29.79
2412203,São José de Mipibu,RN,5,39.22
2412302,São José do Campestre,RN,5,89.17
2412401,São José do Seridó,RN,5,20.03
2412500,São Miguel,RN,4,35.45
2412559,São Miguel do Gostoso,RN,5,87.52
2412609,São Paulo do Potengi,RN,4,68.16
2412708,São Pedro,RN,5,53.72
2412807,São Rafael,RN,5,37.76
2412906,São Tomé,RN,5,109.34
2413003,São Vicente,RN,5,23.94
2413102,Senador Elói de Souza,RN,5,66.21
2413201,Senador Georgino Avelino,RN,5,48.0
2413300,Serra de São Bento,RN,5,98.18
2413359,Serra do Mel,RN,5,33.18
2413409,Serra Negra do Norte,RN,5,37.4
2413508,Serrinha,RN,5,73.34
2413557,Serrinha dos Pintos,RN,5,19.83
2413607,Severiano Melo,RN,5,97.32
2413706,Sítio Novo,RN,5,19.85
2413805,Taboleiro Grande,RN,5,23.64
2413904,Taipu,RN,5,47.98
2414001,Tangará,RN,5,90.55
2414100,Tenente Ananias,RN,5,35.83
2414159,Tenente Laurentino Cruz,RN,5,31.95
2414209,Tibau do Sul,RN,5,57.27
2414308,Timbaúba dos Batistas,RN,5,23.17
2414407,Touros,RN,5,70.74
2414456,Triunfo Potiguar,RN,5,46.79
2414506,Umarizal,RN,5,106.6
2414605,Upanema,RN,5,48.27
2414704,Várzea,RN,5,72.33
2414753,Venha-Ver,RN,5,13.3
2414803,Vera Cruz,RN,5,44.72
2414902,Viçosa,RN,5,27.51
2415008,Vila Flor,RN,5,12.3
2500106,Água Branca,PB,5,65.15
2500205,Aguiar,PB,5,23.67
2500304,Alagoa Grande,PB,5,46.05
2500403,Alagoa Nova,PB,5,31.88
2500502,Alagoinha,PB,5,12.21
2500536,Alcantil,PB,5,47.26
2500577,Algodão de Jandaíra,PB,5,41.88
2500601,Alhandra,PB,5,21.62
2500700,São João do Rio do Peixe,PB,5,21.19
2500734,Amparo,PB,5,38.88
2500775,Aparecida,PB,5,18.44
2500809,Araçagi,PB,5,10.66
2500908,Arara,PB,5,51.86
2501005,Araruna,PB,5,51.72
2501104,Areia,PB,5,45.14
2501153,Areia de Baraúnas,PB,5,40.77
2501203,Areial,PB,5,24.21
2501302,Aroeiras,PB,5,42.91
2501351,Assunção,PB,5,84.57
2501401,Baía da Traição,PB,5,57.06
2501500,Bananeiras,PB,4,74.88
2501534,Baraúna,PB,5,15.95
2501575,Barra de Santana,PB,5,33.78
2501609,Barra de Santa Rosa,PB,5,53.85
2501708,Barra de São Miguel,PB,5,59.4
2501807,Bayeux,PB,2,101.43
2501906,Belém,PB,5,19.8
2502003,Belém do Brejo do Cruz,PB,5,42.6
2502052,Bernardino Batista,PB,5,46.55
2502102,Boa Ventura,PB,5,16.25
2502151,Boa Vista,PB,5,28.28
2502201,Bom Jesus,PB,5,14.88
2502300,Bom Sucesso,PB,5,31.65
2502409,Bonito de Santa Fé,PB,5,41.4
2502508,Boqueirão,PB,5,33.51
2502607,Igaracy,PB,5,16.16
2502706,Borborema,PB,5,19.13
2502805,Brejo do Cruz,PB,4,15.04
2502904,Brejo dos Santos,PB,5,17.74
2503001,Caaporã,PB,5,35.86
2503100,Cabaceiras,PB,5,41.38
2503209,Cabedelo,PB,2,113.29
2503308,Cachoeira dos Índios,PB,5,17.39
2503407,Cacimba de Areia,PB,5,22.64
2503506,Cacimba de Dentro,PB,5,72.82
2503555,Cacimbas,PB,5,34.89
2503605,Caiçara,PB,5,30.22
2503704,Cajazeiras,PB,3,286.53
2503753,Cajazeirinhas,PB,5,21.25
2503803,Caldas Brandão,PB,5,52.1
2503902,Camalaú,PB,5,31.77
2504009,Campina Grande,PB,2,121.84
2504033,Capim,PB,5,20.15
2504074,Caraúbas,PB,5,81.48
2504108,Carrapateira,PB,5,18.2
2504157,Casserengue,PB,5,13.12
2504207,Catingueira,PB,5,33.96
2504306,Catolé do Rocha,PB,4,86.18
2504355,Caturité,PB,5,19.75
2504405,Conceição,PB,4,91.31
2504504,Condado,PB,5,34.4
2504603,Conde,PB,2,85.37
2504702,Congo,PB,5,50.27
2504801,Coremas,PB,5,72.53
2504850,Coxixola,PB,5,14.48
2504900,Cruz do Espírito Santo,PB,5,26.11
2505006,Cubati,PB,5,59.31
2505105,Cuité,PB,4,80.39
2505204,Cuitegi,PB,5,8.66
2505238,Cuité de Mamanguape,PB,5,51.19
2505279,Curral de Cima,PB,5,14.49
2505303,Curral Velho,PB,5,28.16
2505352,Damião,PB,5,69.19
2505402,Desterro,PB,5,41.81
2505501,Vista Serrana,PB,5,39.01
2505600,Diamante,PB,5,20.82
2505709,Dona Inês,PB,5,37.1
2505808,Duas Estradas,PB,5,18.42
2505907,Emas,PB,5,47.95
2506004,Esperança,PB,5,30.57
2506103,Fagundes,PB,5,25.06
