cnpj,razaoSocial,nomeFantasia,matrizFilial,situacaoCadastral,cnaePrincipal,cnaeSecundarios,municipio,uf,capitalSocial,porte,motivoMatch
59183447000196,L&C COMERCIO E SERVICOS DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO LTDA,DESVELLO SOLUCOES,MATRIZ,ATIVA,8020001,2512800;4330402;4742300;4744001;4744003;4744005;4744099;4751201;4752100;4753900;4754703;4757100;4759899;4789005;8129000,BRASILIA,DF,"80000,00",03,PALAVRA_CHAVE_GR
59385874000157,TRACKER + RASTREAMENTO VEICULAR LTDA,TRACKER + RASTREAMENTO,MATRIZ,ATIVA,4520007,4530703;4744001;6209100;7719599;7739099;8020001;8220200;8230001;9511800,BRASILIA,DF,"5000,00",01,PALAVRA_CHAVE_GR
59523828000177,TEC TRAZ RASTREAMENTO LTDA,TEC TRAZ,MATRIZ,ATIVA,8020001,4530703;4652400;7739099,SALVADOR,BA,"30000,00",01,PALAVRA_CHAVE_GR
60869313000102,RGT SERVICOS DE APOIO PORTARIA E MONITORAMENTO LTDA,RGT SERVICOS,MATRIZ,ATIVA,8020001,8111700;8211300;8219999,JOAO PESSOA,PB,"10000,00",01,PALAVRA_CHAVE_GR
61341487000160,SERGYSAT RASTREAMENTO LTDA,SERGISAT RASTREAMENTO,MATRIZ,ATIVA,8020001,3321000;4520001;4520003;4520007;4530701;4789099;4923002;6201501;6202300;6311900;6622300;7319002;7729202;7729299;7820500;9511800,ARACAJU,SE,"50000,00",01,PALAVRA_CHAVE_GR
29147575000385,SAAD BOMFIM SERVICO DE TRANSPORTE E SEGURANCA LTDA,GNE EXECUTIVE,FILIAL,ATIVA,7490104,4322301;4520003;4520006;4923002;5229001;5229002;5320202;7711000;8011101;8020001;8111700;9529102,VITORIA,ES,"1000000,00",03,CNAE_CARGA_TRANSPORTE
61562809000100,JC - RASTREADORES LTDA,JC RASTREADORES,MATRIZ,ATIVA,4520007,4520003;4530703;4530704;4757100,BRASILIA,DF,"60000,00",01,PALAVRA_CHAVE_GR
61592377000171,JK RASTREAMENTO LTDA,JK RASTREAMENTO,MATRIZ,ATIVA,8020001,6311900;6319400;8211300;8299799,TERESINA,PI,"30000,00",01,PALAVRA_CHAVE_GR
01945637001608,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,NATAL,RN,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637001780,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,ARACAJU,SE,"15000000,00",03,CNAE_CARGA_TRANSPORTE
63716471000110,GENESIS GESTAO DE RISCOS E CORRETORA DE SEGUROS LTDA,GENESIS GESTAO DE RISCOS E CORRETORA DE SEGUROS,MATRIZ,ATIVA,6622300,6619302;7319002;7319003;7490104;7740300;8211300;8299799;8599604,MANAUS,AM,"10000,00",01,PALAVRA_CHAVE_GR
03612518001731,COOPERATIVA DOS TRANSPORTADORES AUTONOMOS DE CARGAS E PASSAGEIROS,COOPMETRO,FILIAL,ATIVA,4930202,4930201;5212500;5250805;5320201;5320202;8020001;8211300;9412099,BELEM,PA,"0,00",05,CNAE_CARGA_TRANSPORTE
23936697000293,JDS IMPORTACAO COMERCIO E LOGISTICA LTDA,JDS IMPORTADORA,FILIAL,ATIVA,4321500,1811302;3314710;3321000;3329599;4221904;4616800;4617600;4618403;4618499;4651601;4652400;4744001;4751201;4752100;4753900;4754701;4756300;4761001;4761002;4761003;4763601;4781400;4789001;4789007;4789099;5611203;5811500;6190699;6201501;6202300;6204000;6209100;7112000;7711000;7733100;7810800;7820500;8020001;8219901;9511800,VITORIA,ES,"1300000,00",05,CNAE_CARGA_TRANSPORTE
63712119000107,RASTRO FORTE SOLUCOES LTDA.,TA MONITORADO RASTREAMENTO,MATRIZ,ATIVA,6209100,,SALVADOR,BA,"60000,00",01,PALAVRA_CHAVE_GR
64774971000171,PROTEJA VEICULOS RASTREAMENTO AUTOMOTIVO LTDA,PROTEJA VEICULOS RASTREAMENTO AUTOMOTIVO,MATRIZ,ATIVA,8020001,,SAO LUIS,MA,"30000,00",01,PALAVRA_CHAVE_GR
64924463000122,MORAL EQUIPADORA E RASTREAMENTO LTDA,MORAL EQUIPADORA E RASTREAMENTO,MATRIZ,ATIVA,4520007,4321500;4520003,NATAL,RN,"300000,00",01,PALAVRA_CHAVE_GR
37179919000285,CR BRASIL LOGISTICA E SERVICOS LTDA,CR BRASIL AGROLINK LTDA,FILIAL,ATIVA,5250805,0990401;0990402;0990403;4511103;4511104;4618499;4619200;4689301;4689399;4789009;4789099;4930201;4930202;4930203;5211701;5212500;5250801;6204000;6612604;7020400;7119702;7210000;7490104;7490199;7719599;7739099;8020002;8211300;8299799;8599604,BELEM,PA,"2000,00",03,CNAE_CARGA_TRANSPORTE
67667141000133,M.R.S INSTALACAO E MANUTENCAO LTDA,GSM RASTREAMENTOS E SERVICOS,MATRIZ,ATIVA,4520007,4520001,BRASILIA,DF,"10000,00",01,PALAVRA_CHAVE_GR
68072300000110,GMH GESTAO DE RISCOS LTDA,GMH GESTAO DE RISCOS,MATRIZ,ATIVA,7020400,6399200;6920602;7319004;7319099;7320300;7490104;8211300;8299799;9609299,NATAL,RN,"10000,00",01,PALAVRA_CHAVE_GR
00588541000182,IPANEMA EMPRESA DE SERVICOS GERAIS E TRANSPORTES LTDA,,MATRIZ,ATIVA,4322302,3811400;4321500;4330401;4520001;4923002;4924800;4930201;7711000;7732201;7820500;7830200;8020001;8121400;8122200;8130300;8299799,BRASILIA,DF,"0,00",03,CNAE_CARGA_TRANSPORTE
00957525000110,RENAFORTE SERVICOS DE SEGURANCA E TRANSPORTE DE VALORES LTDA,RENAFORTE SEGURANCA E TRANSPORTES DE VALORES,MATRIZ,ATIVA,8012900,5229099;8011101;8020001,SALVADOR,BA,"3000000,00",05,CNAE_CARGA_TRANSPORTE
00957525000209,RENAFORTE SERVICOS DE SEGURANCA E TRANSPORTE DE VALORES LTDA,RENAFORTE SEGURANCA E TRANSPORTE DE VALORES,FILIAL,ATIVA,8012900,5211799;5229099;5320201;8011101;8020001;8299799;9511800,FEIRA DE SANTANA,BA,"3000000,00",05,CNAE_CARGA_TRANSPORTE
46699211001307,G4S MONITORAMENTO E SISTEMAS LTDA,G4S,FILIAL,ATIVA,8020001,4321500;4322303;4329199;4651601;6201501;6202300;6209100,BRASILIA,DF,"221100879,10",05,PALAVRA_CHAVE_GR
60860087002495,BRINK'S SEGURANCA E TRANSPORTE DE VALORES LTDA,,FILIAL,ATIVA,8012900,4930202;5211702;5211799;5320201;6209100;6619301;6619302;8011101;8020001;8219999;8299799;8599699;9511800,VITORIA,ES,"643059441,00",05,CNAE_CARGA_TRANSPORTE
60860087017174,BRINK'S SEGURANCA E TRANSPORTE DE VALORES LTDA,,FILIAL,ATIVA,8012900,4930201;4930202;5211702;5211799;5320201;6209100;6619301;6619302;8011101;8020001;8219999;9511800,BELEM,PA,"643059441,00",05,CNAE_CARGA_TRANSPORTE
60860087017760,BRINK'S SEGURANCA E TRANSPORTE DE VALORES LTDA,,FILIAL,ATIVA,8012900,4930201;4930202;4930203;5211701;5211702;5211799;5229099;5320201;6209100;6619301;6619302;8011101;8020001;8219999;9511800,TERESINA,PI,"643059441,00",05,CNAE_CARGA_TRANSPORTE
60860087010242,BRINK'S SEGURANCA E TRANSPORTE DE VALORES LTDA,,FILIAL,ATIVA,8012900,4930201;4930202;4930203;5211702;5211799;5320201;6209100;6619301;6619302;8011101;8020001;8219999;8299799;8599699;9511800,NATAL,RN,"643059441,00",05,CNAE_CARGA_TRANSPORTE
60860087019894,BRINK'S SEGURANCA E TRANSPORTE DE VALORES LTDA,,FILIAL,ATIVA,8012900,4930203;5211702;5211799;5320201;6209100;6619301;6619302;8011101;8020001;8219999;8299799;9511800,BRASILIA,DF,"643059441,00",05,CNAE_CARGA_TRANSPORTE
60860087016283,BRINK'S SEGURANCA E TRANSPORTE DE VALORES LTDA,,FILIAL,ATIVA,8012900,4930203;5211702;5211799;5320201;6209100;6619301;6619302;8011101;8020001;8219999;8299799;8599699;9511800,MANAUS,AM,"643059441,00",05,CNAE_CARGA_TRANSPORTE
60860087017921,BRINK'S SEGURANCA E TRANSPORTE DE VALORES LTDA,,FILIAL,ATIVA,8012900,4930201;4930202;4930203;5211701;5211702;5211799;5229099;5320201;6209100;6619301;6619302;8011101;8020001;8219999;9511800,SAO LUIS,MA,"643059441,00",05,CNAE_CARGA_TRANSPORTE
60860087016607,BRINK'S SEGURANCA E TRANSPORTE DE VALORES LTDA,,FILIAL,ATIVA,8012900,4930201;4930202;4930203;5211702;5211799;5320201;6209100;6619301;6619302;8011101;8020001;8219999;8299799;8599699;9511800,JOAO PESSOA,PB,"643059441,00",05,CNAE_CARGA_TRANSPORTE
03074342000144,ATIVA TRANSPORTES E VIGILANCIA LTDA,MUNDIAL,MATRIZ,ATIVA,4930202,4923002;4930201;7711000;8011101;8020001;8111700,BRASILIA,DF,"180000,00",01,CNAE_CARGA_TRANSPORTE
07324816000110,"GRUPO ZUM TECNOLOGIAS EM LOGISTICAS, MOBILIDADE URBANA E RASTREAMENTOS LTDA",ZUMLOG,MATRIZ,ATIVA,5250803,5212500;5320202;6209100;7490104;7740300;8020001,ARACAJU,SE,"10000,00",01,PALAVRA_CHAVE_GR
13374202000145,COLEGIO DIRECIONAL RISCO E RABISCO LTDA,COLEGIO DIRECIONAL RISCO E RABISCO,MATRIZ,ATIVA,8512100,5620103;8511200;8513900,ARACAJU,SE,"1000,00",01,PALAVRA_CHAVE_GR
13374202000226,COLEGIO DIRECIONAL RISCO E RABISCO LTDA,COLEGIO DIRECIONAL RISCO E RABISCO,FILIAL,ATIVA,8512100,5620103;8511200;8513900,ARACAJU,SE,"1000,00",01,PALAVRA_CHAVE_GR
06244590000184,JEFERSON LEITE OLIVEIRA LTDA,NATALTELECOM*AUTOMIDIA RASTREAMENTO,MATRIZ,ATIVA,7490104,7020400;8020001,NATAL,RN,"110000,00",01,PALAVRA_CHAVE_GR
02972878000114,POLAR TRANSPORTES E CARGAS LTDA,POLAR TRANSPORTE,MATRIZ,ATIVA,4761003,1412601;1413402;1821100;4292801;4321500;4330402;4330404;4637105;4642701;4642702;4645101;4646001;4647802;4649401;4649402;4649403;4649408;4649409;4651601;4651602;4684299;4712100;4721103;4723700;4724500;4741500;4742300;4744001;4744003;4744004;4744005;4744099;4759801;4763605;4781400;4789007;4923002;4929901;4930202;5021101;5022002;5250803;5250804;5620101;5911101;6391700;7020400;7312200;7319002;7319004;7319099;7320300;7490104;7711000;7719599;7729202;7732201;7739099;7820500;7830200;8020001;8121400;8211300;8230001;8650099;9001902;9001906,MANAUS,AM,"200000,00",01,CNAE_CARGA_TRANSPORTE
12066015000646,SERVI SAN VIGILANCIA E TRANSPORTE DE VALORES LTDA - EM RECUPERACAO JUDICIAL,,FILIAL,ATIVA,8011101,8020001,BELEM,PA,"31140413,00",05,CNAE_CARGA_TRANSPORTE
12066015000212,SERVI SAN VIGILANCIA E TRANSPORTE DE VALORES LTDA - EM RECUPERACAO JUDICIAL,,FILIAL,ATIVA,8011101,8012900;8020001,SAO LUIS,MA,"31140413,00",05,CNAE_CARGA_TRANSPORTE
12066015001103,SERVI SAN VIGILANCIA E TRANSPORTE DE VALORES LTDA - EM RECUPERACAO JUDICIAL,SERVI-SAN VIGILANCIA E TRANSPORTE DE VALORES LTDA,FILIAL,ATIVA,8011101,8012900;8020001,MANAUS,AM,"31140413,00",05,CNAE_CARGA_TRANSPORTE
12066015000131,SERVI SAN VIGILANCIA E TRANSPORTE DE VALORES LTDA - EM RECUPERACAO JUDICIAL,,MATRIZ,ATIVA,8011101,8020001,TERESINA,PI,"31140413,00",05,CNAE_CARGA_TRANSPORTE
12066015000301,SERVI SAN VIGILANCIA E TRANSPORTE DE VALORES LTDA - EM RECUPERACAO JUDICIAL,,FILIAL,ATIVA,8011101,8012900;8020001,BRASILIA,DF,"31140413,00",05,CNAE_CARGA_TRANSPORTE
12066015001294,SERVI SAN VIGILANCIA E TRANSPORTE DE VALORES LTDA - EM RECUPERACAO JUDICIAL,SERVI-SAN,FILIAL,ATIVA,8011101,8012900;8020001,JOAO PESSOA,PB,"31140413,00",05,CNAE_CARGA_TRANSPORTE
43035146004172,PROTEGE  PROTECAO E TRANSPORTE DE VALORES LTDA,PROTEGE PROTECAO E TRANSPORTE DE VALORES S/C LTDA,FILIAL,ATIVA,8012900,4930201;4930202;5211702;5211799;5229099;6209100;8011101;8020001;8219999,BRASILIA,DF,"282089641,00",05,CNAE_CARGA_TRANSPORTE
26427252000195,VAZ SYSTEM BLOQUEIO E RASTREAMENTO VEICULAR LTDA,VAZ SYSTEM RESTREAMENTO,MATRIZ,ATIVA,4530703,3321000;4321500;4530706;4751201;4753900;5819100;6311900;6319400;7490104;7740300;8020001;8211300;8220200,BRASILIA,DF,"100000,00",01,PALAVRA_CHAVE_GR
05086689000132,SR TRANSPORTE E COMERCIO DE AUTO PECAS LTDA,SR CENTRO AUTOMOTIVO,MATRIZ,ATIVA,4923002,0810006;1413401;1413402;1813099;2330301;3600602;3811400;4213800;4299501;4322302;4391600;4399103;4511102;4520001;4520002;4520003;4520004;4520005;4520006;4520007;4530701;4530702;4530703;4530704;4530705;4541202;4637199;4639701;4642701;4642702;4643501;4644301;4645101;4645102;4645103;4647801;4649401;4649402;4649408;4651602;4664800;4669999;4672900;4679604;4681805;4686902;4691500;4723700;4724500;4732600;4741500;4744001;4744004;4744005;4744099;4751201;4752100;4753900;4755501;4755502;4755503;4759899;4761003;4763601;4763602;4763605;4772500;4781400;4921301;4921302;4929901;4930201;4930204;5211799;5212500;5229002;5250804;5320201;5320202;5911102;5911199;5912099;7311400;7319099;7711000;7719501;7719599;7721700;7732201;7739003;7739099;8011101;8020001;8111700;8121400;8129000;8211300;8219901;8621602,MANAUS,AM,"200000,00",01,CNAE_CARGA_TRANSPORTE
05407607000104,MICHAEL DA SILVA COSTA,EMBARQUE BEN TURISMO E RASTREAMENTO VEICULAR RENT A CAR,MATRIZ,ATIVA,7911200,4120400;4923002;7711000;8020001,MANAUS,AM,"0,00",01,PALAVRA_CHAVE_GR
09511609000108,CMS SEVEN E SERVICOS GERAIS LTDA,CMS MONITORAMENTO,MATRIZ,ATIVA,8020001,,BRASILIA,DF,"30000,00",01,PALAVRA_CHAVE_GR
10950643000150,RASTREAR PRIME RASTREAMENTO E SERVICOS LTDA,RASTREAR PRIME,MATRIZ,ATIVA,4520001,4520002;4530703;4763603;5229002;7711000;8020001;8211300,FEIRA DE SANTANA,BA,"100000,00",01,PALAVRA_CHAVE_GR
11950525000104,C F G LOPES JUNIOR,SLZ MONITORAMENTO DE MIDIA,MATRIZ,ATIVA,7320300,1813001;1813099;5620102;6201501;6311900;6399200;7020400;7420001;7420002;7420003;7420004;7729202;7733100;7739003;7739099;8230001;9511800,SAO LUIS,MA,"100000,00",01,PALAVRA_CHAVE_GR
12984711000127,BIMODAL CONSTRUCOES E TRANSPORTE DE CARGA LTDA,TRANSLOCAR,MATRIZ,ATIVA,4120400,4211101;4212000;4213800;4221901;4221902;4221903;4221905;4330402;4330404;4330499;4744001;4744002;4744004;4930201;4930202;7719599;7739001;7739003;7810800;8020001;8020002;8111700;8121400;8122200;8129000;8130300;8211300;8219901;8219999;9521500,MANAUS,AM,"200000,00",01,CNAE_CARGA_TRANSPORTE
15164085000110,ITA-SAT  RASTREAMENTOS  LTDA,ITASAT RASTREAMENTO,MATRIZ,ATIVA,8020001,,VITORIA,ES,"100000,00",01,PALAVRA_CHAVE_GR
15416494000167,GLM SOLAR E RASTREAMENTOS LTDA,GLM SOLAR E RASTREAMENTOS,MATRIZ,ATIVA,4742300,4321500;4511102;4512901;4744099;6619302;6622300;7319002;7490104;7719599,TERESINA,PI,"250000,00",01,PALAVRA_CHAVE_GR
10302706000161,100 RISCOS AUTO ELETRICA & ACESSORIOS LTDA,100 RISCOS,MATRIZ,ATIVA,4530703,4520002;4520003,ARACAJU,SE,"10000,00",01,PALAVRA_CHAVE_GR
00360305495839,CAIXA ECONOMICA FEDERAL,"CN RISCO CREDITO, DF - CERIS/BR",FILIAL,ATIVA,6423900,,BRASILIA,DF,"105300000000,00",05,PALAVRA_CHAVE_GR
00360305428139,CAIXA ECONOMICA FEDERAL,"CERIS SA RISCO CREDITO, BA",FILIAL,ATIVA,6423900,,SALVADOR,BA,"105300000000,00",05,PALAVRA_CHAVE_GR
00360305495910,CAIXA ECONOMICA FEDERAL,CN MONITORAMENTO RISCO OPERACIONAL - CEMON/BR,FILIAL,ATIVA,6423900,,BRASILIA,DF,"105300000000,00",05,PALAVRA_CHAVE_GR
00360305538821,CAIXA ECONOMICA FEDERAL,GIRIS-GI RISCO DE CREDITO NATAL RN,FILIAL,ATIVA,6423900,,NATAL,RN,"105300000000,00",05,PALAVRA_CHAVE_GR
15622081000210,TRUCK PAY SERVICOS DE RASTREAMENTO LTDA,XTRACKER,FILIAL,ATIVA,8020001,4520007;6190699;7739099,SAO LUIS,MA,"1000000,00",03,PALAVRA_CHAVE_GR
17296825000289,FM TRANSPORTES E SERVICOS LTDA,FM TRANSPORTES E SERVICOS,FILIAL,ATIVA,4930202,4313400;4321500;4330404;4399103;4619200;4923002;4930204;5211799;5229002;5229099;5250805;5320201;5620101;6190699;7112000;7319003;7711000;7732201;7739099;7810800;7830200;8020001;8111700;8121400;8122200;8129000;8130300;8211300;8219999;8220200;8299701;8650001;9512600;9521500,MANAUS,AM,"800000,00",01,CNAE_CARGA_TRANSPORTE
17677672000139,ROSBERG COSTA SANTOS,RAIMUNDO SOM RASTREADORES - SERAUTO,MATRIZ,ATIVA,4520007,,TERESINA,PI,"15000,00",01,PALAVRA_CHAVE_GR
18445469000108,ZOOMTEC - SERVICOS DE RASTREAMENTO DE VEICULOS LTDA,ZOOMTEC,MATRIZ,ATIVA,8020001,4530703;6190699,BELEM,PA,"10000,00",01,PALAVRA_CHAVE_GR
18900372000130,TELENSAT TELEMETRIA TELEMATICA IOT COMPANY LTDA,TELENSAT RASTREAMENTO E MONITORAMENTO,MATRIZ,ATIVA,8020001,4321500;4329104;4520001;4520003;4520004;4520005;4520007;6010100;6130200;6190699;6209100;6311900;8011101;8211300;9512600,SAO LUIS,MA,"100000,00",01,PALAVRA_CHAVE_GR
22089724000196,DELCAR RASTREAMENTO LTDA,DELCAR RASTREAMENTO,MATRIZ,ATIVA,9511800,4321500;4751201;7711000,BRASILIA,DF,"80000,00",01,PALAVRA_CHAVE_GR
22860672000100,ALFA RASTREAMENTO LTDA,ALFA RASTREAMENTO,MATRIZ,ATIVA,8020001,4520001;4520007,TERESINA,PI,"50000,00",01,PALAVRA_CHAVE_GR
23531760000120,RIBEIRO & LEITE LTDA,PIAUI RASTREAMENTO E SERVICOS,MATRIZ,ATIVA,8020001,4520001;4520007;4530703;4530704;4541206;7711000;7719599,TERESINA,PI,"80000,00",01,PALAVRA_CHAVE_GR
24769037000147,ROTAS MONITORAMENTO LTDA,,MATRIZ,ATIVA,4321500,4751201;6209100;8020001,SAO LUIS,MA,"100000,00",01,PALAVRA_CHAVE_GR
09449938000168,J N TRANSPORTE E TURISMO LTDA,J N TRANSPORTE E TURISMO,MATRIZ,ATIVA,4929902,0810006;3314708;4120400;4211101;4213800;4221902;4221903;4222701;4299501;4311802;4313400;4321500;4322301;4322302;4330401;4330403;4330404;4391600;4399103;4399104;4399105;4399199;4520007;4639701;4649408;4651602;4661300;4673700;4712100;4921301;4922102;4922103;4923002;4929903;4930201;4930202;4930204;5229099;6190699;6209100;7111100;7112000;7739099;8020001;8121400;8122200;8129000;8211300;8219999,MANAUS,AM,"150000,00",01,CNAE_CARGA_TRANSPORTE
22083674000130,NOVO MANA REPRESENTACAO COMERCIAL LTDA,EBS THECH RASTREAMENTO,MATRIZ,ATIVA,4619200,,SALVADOR,BA,"1000,00",01,PALAVRA_CHAVE_GR
24699873000100,SOUSA SANTANA E GOMES LTDA,RASTREAR,MATRIZ,ATIVA,8020001,,TERESINA,PI,"20000,00",01,PALAVRA_CHAVE_GR
18301502000118,MR GERENCIAMENTO DE RESIDUOS E LOGISTICA REVERSA LTDA,ECO TI AMBIENTAL,MATRIZ,ATIVA,3811400,3313901;3701100;3702900;3812200;3821100;4399104;4530703;4530705;4687701;4687702;4687703;4752100;4753900;4923002;4929902;4930202;4930203;5212500;6209100;7111100;7112000;7490199;7711000;7719599;7739099;8020001;8129000;8299799;9511800;9521500,ARACAJU,SE,"990000,00",03,CNAE_CARGA_TRANSPORTE
24554773000188,"MANASEG SERVICOS, COMERCIO E MONITORAMENTO DE SEGURANCA ELETRONICA LTDA",MANASEG SERVICOS,MATRIZ,ATIVA,8020001,3312102;3329599;4321500;4322301;4322302;4322303;4330404;4742300;4753900;4757100;4759899;6190699;6209100;6311900;6822600;7490199;7739099;8020002;8121400;8129000;8130300;8211300;8219999;8220200;8299799;9521500;9609299,JOAO PESSOA,PB,"100000,00",03,PALAVRA_CHAVE_GR
26193944000620,BSL - BRINKS - SOLUCOES LOGISTICAS LTDA,,FILIAL,ATIVA,4930202,3314710;4930203;5232000;5250803;5250804;5250805;7490199;7739099;8020001,VITORIA,ES,"12550000,00",05,CNAE_CARGA_TRANSPORTE
26193944000388,BSL - BRINKS - SOLUCOES LOGISTICAS LTDA,,FILIAL,ATIVA,4930202,3314710;4930203;5211701;5211799;5232000;5250803;5250804;5250805;7490199;7739099;8020001;8020002;8292000,MANAUS,AM,"12550000,00",05,CNAE_CARGA_TRANSPORTE
26303095000106,PAULO HENRIQUE DA SILVA,FOCUS RASTREADORES E TECNOLOGIAS,MATRIZ,ATIVA,4520007,3312102;4321500;5229002;6190699;7739099;8020001;8020002;9511800;9512600;9521500,NATAL,RN,"1500,00",01,PALAVRA_CHAVE_GR
26509532000142,ANA MARIA C DOS SANTOS & SILVIO T QUEIROZ LTDA,JG RASTREAMENTO & SOLUCOES TECNOLOGICAS,MATRIZ,ATIVA,8020002,4321500;4530703;4751201;4752100;4757100;4759899;6190699;8599603;8599605;9511800,BELEM,PA,"5000,00",01,PALAVRA_CHAVE_GR
28714625000134,PLENA GERENCIADORA E ASSESSORIA LTDA,PLENA GERENCIADORA,MATRIZ,ATIVA,6920601,,SALVADOR,BA,"100000,00",01,PALAVRA_CHAVE_GR
00687730000102,SAGA SERVICOS DE VIGILANCIA E TRANSPORTE DE VALORES LTDA,SAGA,MATRIZ,ATIVA,8011101,5211799;8012900;8020001,BELEM,PA,"1800000,00",05,CNAE_CARGA_TRANSPORTE
29387758000106,GMR EMPREENDIMENTOS LTDA,LOCALIZA 24 HS - RASTREAMENTO VEICULAR,MATRIZ,ATIVA,7739099,4520007;4530703;8020001,BELEM,PA,"150000,00",01,PALAVRA_CHAVE_GR
00914803000313,FEDERAL SEGURANCA E TRANSPORTE DE VALORES LTDA,FEDERAL SEGURANCA,FILIAL,ATIVA,8012900,5211799;5229099;8011101;8020001,BRASILIA,DF,"5256000,00",05,CNAE_CARGA_TRANSPORTE
29783241000136,SNIPER RASTREAMENTOS VEICULAR LTDA,SNIPER RASTREAMENTOS VEICULAR,MATRIZ,ATIVA,8020001,4520007,TERESINA,PI,"50000,00",03,PALAVRA_CHAVE_GR
30107966000193,R C FURTADO TRANSPORTES LTDA,R C TRANSPORTES,MATRIZ,ATIVA,4930203,0161099;4120400;4213800;4222701;4313400;4321500;4322301;4322303;4329104;4330401;4391600;4399103;4399105;4924800;4930201;4930202;5212500;7020400;7739099;7820500;8020001;8121400;8299799,SAO LUIS,MA,"1000000,00",01,CNAE_CARGA_TRANSPORTE
30690923000183,TOP RASTREAMENTO/MONITORAMENTO & ASSISTENCIA 24 HS LTDA,TOP RASTREADOR VEICULAR,MATRIZ,ATIVA,8020001,4321500;4520005;4530703;4753900;4759899;5229002;6190699;8220200;8299799;9521500,BRASILIA,DF,"50000,00",01,PALAVRA_CHAVE_GR
31281394000127,ML MONITORAMENTO E SERVICOS LTDA,AVANTSEG MONITORAMENTO E SERVICOS,MATRIZ,ATIVA,8020001,4759899;7739099;8111700;8121400,JOAO PESSOA,PB,"95400,00",01,PALAVRA_CHAVE_GR
31519479000109,R&A SERVICOS DE MONITORAMENTO LTDA,R&A SERVICOS,MATRIZ,ATIVA,8020001,8011101,SALVADOR,BA,"100000,00",01,PALAVRA_CHAVE_GR
11660106007060,VERISURE BRASIL MONITORAMENTO DE ALARMES S.A,,FILIAL,ATIVA,8020001,3329599;4321500,ARACAJU,SE,"1192116853,81",05,PALAVRA_CHAVE_GR
11660106007574,VERISURE BRASIL MONITORAMENTO DE ALARMES S.A,,FILIAL,ATIVA,8020001,3329599;4321500,MANAUS,AM,"1192116853,81",05,PALAVRA_CHAVE_GR
11660106003820,VERISURE BRASIL MONITORAMENTO DE ALARMES S.A,,FILIAL,ATIVA,8020001,3329599;4321500,SALVADOR,BA,"1192116853,81",05,PALAVRA_CHAVE_GR
11660106007493,VERISURE BRASIL MONITORAMENTO DE ALARMES S.A,,FILIAL,ATIVA,8020001,3329599;4321500,SAO LUIS,MA,"1192116853,81",05,PALAVRA_CHAVE_GR
11660106006764,VERISURE BRASIL MONITORAMENTO DE ALARMES S.A,,FILIAL,ATIVA,8020001,3329599;4321500;9001999,NATAL,RN,"1192116853,81",05,PALAVRA_CHAVE_GR
11660106002505,VERISURE BRASIL MONITORAMENTO DE ALARMES S.A,,FILIAL,ATIVA,8020001,3313999;3329599;4321500,BRASILIA,DF,"1192116853,81",05,PALAVRA_CHAVE_GR
11660106006683,VERISURE BRASIL MONITORAMENTO DE ALARMES S.A,,FILIAL,ATIVA,8020001,3329599;4321500;9001999,JOAO PESSOA,PB,"1192116853,81",05,PALAVRA_CHAVE_GR
11660106004710,VERISURE BRASIL MONITORAMENTO DE ALARMES S.A,,FILIAL,ATIVA,8020001,3329599;4321500,VITORIA,ES,"1192116853,81",05,PALAVRA_CHAVE_GR
11660106006926,VERISURE BRASIL MONITORAMENTO DE ALARMES S.A,,FILIAL,ATIVA,8020001,3329599;4321500;9001999,FEIRA DE SANTANA,BA,"1192116853,81",05,PALAVRA_CHAVE_GR
11660106007221,VERISURE BRASIL MONITORAMENTO DE ALARMES S.A,,FILIAL,ATIVA,8020001,3329599;4321500,BELEM,PA,"1192116853,81",05,PALAVRA_CHAVE_GR
33300230000125,WT VIGILANCIA MONITORAMENTO E RASTREAMENTO LTDA,WT VIGILANCIA MONITORAMENTO E RASTREAMENTO,MATRIZ,ATIVA,8020001,6190699;7020400;7739099;8111700,MANAUS,AM,"80000,00",01,PALAVRA_CHAVE_GR
34804907000125,MAIS VALOR CONSTRUCAO E MONITORAMENTO LTDA,GRUPO + VALOR,MATRIZ,ATIVA,4120400,4321500;4330404;4399199;7319003;7733100;7739099;8011101;8020001;8111700;8130300;8211300;8219999;8220200;9529102,BRASILIA,DF,"500000,00",01,PALAVRA_CHAVE_GR
29722841000194,P.J IMPERIO MONITORAMENTO DE SISTEMAS DE SEGURANCA 24HS LTDA,IMPERIO GOLD RASTREAMENTO,MATRIZ,ATIVA,8020001,4520001;4520003;4520004;4530704;4530705;4732600,SALVADOR,BA,"130000,00",01,PALAVRA_CHAVE_GR
38421634000190,JRS RASTREAMENTO VEICULAR LTDA,MAX TRACKER RASTREAMENTO VEICULAR LTDA,MATRIZ,ATIVA,8020001,4321500;4520007;4530701;4530703;4753900;8020002;8299799,SAO LUIS,MA,"8000,00",01,PALAVRA_CHAVE_GR
