cnpj,razaoSocial,nomeFantasia,matrizFilial,situacaoCadastral,cnaePrincipal,cnaeSecundarios,municipio,uf,capitalSocial,porte,motivoMatch
59183447000196,L&C COMERCIO E SERVICOS DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO LTDA,DESVELLO SOLUCOES,MATRIZ,ATIVA,8020001,2512800;4330402;4742300;4744001;4744003;4744005;4744099;4751201;4752100;4753900;4754703;4757100;4759899;4789005;8129000,BRASILIA,DF,"80000,00",03,PALAVRA_CHAVE_GR
59344999000139,M G V DA SILVA,FACIL RASTREAMENTO,MATRIZ,ATIVA,8020001,4520007,IGARAPE-ACU,PA,"30000,00",01,PALAVRA_CHAVE_GR
59351140000157,METATRON RASTREAMENTO LTDA,METATRON RASTREAMENTO,MATRIZ,ATIVA,8020001,,NOVA SOURE,BA,"1000,00",01,PALAVRA_CHAVE_GR
59375603000110,SOLAR ENGENHARIA E RASTREAMENTO VEICULAR LTDA,,MATRIZ,ATIVA,8020001,4520007;4742300;4789099;7112000;7490104,DIVINOPOLIS,MG,"10000,00",01,PALAVRA_CHAVE_GR
59385874000157,TRACKER + RASTREAMENTO VEICULAR LTDA,TRACKER + RASTREAMENTO,MATRIZ,ATIVA,4520007,4530703;4744001;6209100;7719599;7739099;8020001;8220200;8230001;9511800,BRASILIA,DF,"5000,00",01,PALAVRA_CHAVE_GR
59414468000175,JRJ MONITORAMENTO MANUTENCOES E SEGURANCA LTDA,RASTROSAT,MATRIZ,ATIVA,8020001,4520007;4752100;4757100;8299799,SAO PAULO,SP,"100,00",03,PALAVRA_CHAVE_GR
59477211000162,TKS MONITORAMENTO E RASTREAMENTO LTDA,,MATRIZ,ATIVA,8020001,8020002,SAO PAULO,SP,"100000,00",01,PALAVRA_CHAVE_GR
59523828000177,TEC TRAZ RASTREAMENTO LTDA,TEC TRAZ,MATRIZ,ATIVA,8020001,4530703;4652400;7739099,SALVADOR,BA,"30000,00",01,PALAVRA_CHAVE_GR
59526581000142,SAURUK MONITORAMENTO LTDA,,MATRIZ,ATIVA,8020001,4321500;4751201;4759899;9511800,TERRA ROXA,PR,"30000,00",01,PALAVRA_CHAVE_GR
59561635000100,"SECWAY CONSULTORIA, ASSESSORIA E SERVICOS LOGISTICOS LTDA",SECWAY CONSULTORIA E ASSESSORIA,MATRIZ,ATIVA,8020001,4520007;4619200;4930202;8211300,ITAJAI,SC,"10000,00",01,CNAE_CARGA_TRANSPORTE
59701551000125,ZATTO COMPANY LTDA,ZATTO COMPANY RASTREADORES,MATRIZ,ATIVA,4520007,3329599,PIRACICABA,SP,"15000,00",03,PALAVRA_CHAVE_GR
59737408000193,TITANIUM MONITORAMENTO LTDA,TITANIUM MONITORAMENTO,MATRIZ,ATIVA,8111700,4321500;4923002;7711000;7729202;7733100;7739003;8020001;8121400;9511800,PARAUAPEBAS,PA,"1000000,00",03,PALAVRA_CHAVE_GR
59843782000173,DECOLAR PORTARIA VIRTUAL E MONITORAMENTO LTDA,14 BIS PORTARIA E LIMPEZA,MATRIZ,ATIVA,8020001,4753900;8111700;8121400;8211300,PRAIA GRANDE,SP,"100000,00",03,PALAVRA_CHAVE_GR
51984578000160,RASTREK VM RASTREAMENTO LTDA,RASTREK VM,MATRIZ,ATIVA,8020001,4530705;4541206,PINHEIRO,MA,"20000,00",01,PALAVRA_CHAVE_GR
59901381000122,ON MOVE TRANSPORTES E SERVICOS LTDA,ON MOVE ASSIST,MATRIZ,ATIVA,5229002,6319400;7311400;7319002;7319003;7319004;7490104;7711000;7719599;7732201;8020001;8211300;8219999;8220200;8230001;8299799;8599604,GOIANIA,GO,"10000,00",01,CNAE_CARGA_TRANSPORTE
60018627000100,FLYTRACKER RASTREAMENTO LTDA,,MATRIZ,ATIVA,8020002,6204000;7739099;8020001;8220200;8599603;9529102,SAO PAULO,SP,"10000,00",03,PALAVRA_CHAVE_GR
60143412000102,ONIX SERVICOS DE MONITORAMENTO LTDA,,MATRIZ,ATIVA,8020001,4321500;4751201;4752100;6120501;6120502;6120599;6130200;6190699;6209100;7739099;8020002,SAO PAULO,SP,"200000,00",03,PALAVRA_CHAVE_GR
60543862000192,AWP SERVICOS DE RISCOS E TECNOLOGIA LTDA,AWP SERVICOS DE RISCOS E TECNOLOGIA,MATRIZ,ATIVA,6204000,6201501;6201502;6202300;6311900;6319400;7020400,SAO PAULO,SP,"1000,00",01,PALAVRA_CHAVE_GR
60727802000120,3F RASTREAMENTO VEICULAR LTDA,3F RASTREAMENTO VEICULAR,MATRIZ,ATIVA,8020001,4520007,LUZIANIA,GO,"1000,00",01,PALAVRA_CHAVE_GR
60778141000161,POKA PENA LOGISTICA E SOLUCOES DE TRANSPORTE INTELIGENTE LTDA,POKA PENA LOGISTICA INTELIGENTE,MATRIZ,ATIVA,5250804,3811400;4399104;4930201;4930202;5250803;5320201;5320202;6202300;7020400;7711000;8020001;8299702,SAO JOSE DOS PINHAIS,PR,"140000,00",01,CNAE_CARGA_TRANSPORTE
60787995000104,"GOTT SEGURANCA, CONSERVACAO & APOIO LOGISTICO LTDA",GOTT SEGURANCA & APOIO LOGISTICO LTDA,MATRIZ,ATIVA,8020001,8020002;8111700;8121400;8130300;8299799,VILA VELHA,ES,"150000,00",03,CNAE_CARGA_TRANSPORTE
60805460000119,AUTOVEL RASTREAMENTO E ASSISTENCIA 24H LTDA,AUTOVEL RASTREAMENTO E ASSISTENCIA 24H,MATRIZ,ATIVA,8020001,4520007,FORTALEZA,CE,"25000,00",01,PALAVRA_CHAVE_GR
60808316000136,MASTER SEGURANCA E MONITORAMENTO LTDA,MASTER SEGURANCA,MATRIZ,ATIVA,8020001,9512600,UBERLANDIA,MG,"120000,00",01,PALAVRA_CHAVE_GR
49628194000163,HNT GANTZIAS TERRAPLENAGEM E LOGISTICA LTDA,HNT GANTZIAS EMPREENDIMENTOS,MATRIZ,ATIVA,4313400,0810006;0810007;0990401;3600602;3701100;3811400;3812200;3821100;3822000;3839401;4120400;4211101;4213800;4311801;4319300;4330404;4399105;4399199;4679604;4744099;4789099;4930201;4930202;4930203;5212500;7711000;7719599;7732201;8020001;8111700;8121400;8129000;8130300,PACO DO LUMIAR,MA,"200000,00",01,CNAE_CARGA_TRANSPORTE
60869313000102,RGT SERVICOS DE APOIO PORTARIA E MONITORAMENTO LTDA,RGT SERVICOS,MATRIZ,ATIVA,8020001,8111700;8211300;8219999,JOAO PESSOA,PB,"10000,00",01,PALAVRA_CHAVE_GR
60890400000141,YESHUA RASTREAMENTO LTDA,YESHUA RASTREAMENTO,MATRIZ,ATIVA,8020001,,RECIFE,PE,"10000,00",01,PALAVRA_CHAVE_GR
60977400000183,WORKTRACK RASTREAMENTO E ASSISTENCIA LTDA,WORKTRACK RASTREAMENTOS E ASSISTENCIA 24 HORAS,MATRIZ,ATIVA,8020001,,PETROLINA,PE,"15000,00",01,PALAVRA_CHAVE_GR
58153377000160,CAM 360 MONITORAMENTO LTDA,CAM 360 MONITORAMENTO,MATRIZ,ATIVA,8020001,4665600;6209100;7739099;8111700,BRACO DO NORTE,SC,"10000,00",01,PALAVRA_CHAVE_GR
48429414000167,AUTO TRACKER RASTREAMENTO VEICULAR LTDA,AUTO TRACKER RASTREAMENTO VEICULAR LTDA,MATRIZ,ATIVA,8020001,4530703,PORTO ALEGRE,RS,"15000,00",01,PALAVRA_CHAVE_GR
61299044000159,MRE TECNOLOGIAS E GESTAO DE MONITORAMENTO LTDA,MRE TECNOLOGIAS E GESTAO DE MONITORAMENTO,MATRIZ,ATIVA,4742300,3313999;3321000;4321500;6190699;8020001;8020002,LAVRAS,MG,"20000,00",01,PALAVRA_CHAVE_GR
61341487000160,SERGYSAT RASTREAMENTO LTDA,SERGISAT RASTREAMENTO,MATRIZ,ATIVA,8020001,3321000;4520001;4520003;4520007;4530701;4789099;4923002;6201501;6202300;6311900;6622300;7319002;7729202;7729299;7820500;9511800,ARACAJU,SE,"50000,00",01,PALAVRA_CHAVE_GR
61363556000137,IRASTREIA SERVICOS VEICULARES LTDA,IRASTREIA SERVICOS VEICULARES,MATRIZ,ATIVA,4520007,4321500;4530704;8020001,SANTO ANDRE,SP,"10000,00",01,CNAE_CARGA_TRANSPORTE
61401304000155,ESTRADASAT RASTREAMENTO E MONITORAMENTO VEICULAR LTDA,ESTRADASAT RASTREAMENTO E MONITORAMENTO VEICULAR,MATRIZ,ATIVA,8299799,4520004;4752100;7739099;8219999;8291100;8599604,XANXERE,SC,"30000,00",01,PALAVRA_CHAVE_GR
61420973000174,NN MONITORAMENTO LTDA,NN MONITORAMENTO LTDA,MATRIZ,ATIVA,8020001,5229002;8030700;9529102,SAO PAULO,SP,"1000,00",01,PALAVRA_CHAVE_GR
29147575000385,SAAD BOMFIM SERVICO DE TRANSPORTE E SEGURANCA LTDA,GNE EXECUTIVE,FILIAL,ATIVA,7490104,4322301;4520003;4520006;4923002;5229001;5229002;5320202;7711000;8011101;8020001;8111700;9529102,VITORIA,ES,"1000000,00",03,CNAE_CARGA_TRANSPORTE
29147575000202,SAAD BOMFIM SERVICO DE TRANSPORTE E SEGURANCA LTDA,GNE EXECUTIVE,FILIAL,ATIVA,7490104,4322301;4520003;4520006;4923002;5229001;5229002;5320202;7711000;8011101;8020001;8111700;9529102,RIO DE JANEIRO,RJ,"1000000,00",03,CNAE_CARGA_TRANSPORTE
29147575000113,SAAD BOMFIM SERVICO DE TRANSPORTE E SEGURANCA LTDA,GNE EXECUTIVE,MATRIZ,ATIVA,7490104,4322301;4520003;4520006;4923002;5229001;5229002;5320202;7711000;8011101;8020001;8111700;9529102,BERTIOGA,SP,"1000000,00",03,CNAE_CARGA_TRANSPORTE
61562809000100,JC - RASTREADORES LTDA,JC RASTREADORES,MATRIZ,ATIVA,4520007,4520003;4530703;4530704;4757100,BRASILIA,DF,"60000,00",01,PALAVRA_CHAVE_GR
61565083000150,MOVIT PATOS RASTREAMENTO E ASSISTENCIA 24 HORAS LTDA,,MATRIZ,ATIVA,8020002,5229002;5320201;7319002;7711000;8211300,PATOS DE MINAS,MG,"60000,00",01,PALAVRA_CHAVE_GR
61592377000171,JK RASTREAMENTO LTDA,JK RASTREAMENTO,MATRIZ,ATIVA,8020001,6311900;6319400;8211300;8299799,TERESINA,PI,"30000,00",01,PALAVRA_CHAVE_GR
61635526000132,EMS GESTAO DE RISCOS E CORRETORA DE SEGUROS LTDA,VALLORE GESTAO DE RISCOS E CORRETORA DE SEGUROS,MATRIZ,ATIVA,6622300,6619302;7020400;7319002;7319003;7740300;8211300;8299799;8599604,NOVA ODESSA,SP,"10000,00",01,PALAVRA_CHAVE_GR
61533727000129,JVA MONITORAMENTO E SEGURANCA LTDA,JVA SEGURANCA,MATRIZ,ATIVA,8020001,8011101;8111700,GOIANIA,GO,"10000,00",01,PALAVRA_CHAVE_GR
61769031000104,RVR CONSULTORIA EM INSTALACAO DE RASTREAMENTO VEICULAR E SERVICOS,RVR CONSULTORIA EM INSTALACAO DE RASTREAMENTO VEICULAR,MATRIZ,ATIVA,4520007,8020001;8599604,BELO HORIZONTE,MG,"1000,00",01,PALAVRA_CHAVE_GR
61841437000142,STARTRAKER ASSISTENCIA E RASTREAMENTO LTDA,STARTRAKER RASTREAMENTO,MATRIZ,ATIVA,8020001,5229002,CONTAGEM,MG,"15000,00",01,PALAVRA_CHAVE_GR
31623492000286,GESTAO DE TRANSPORTES E FROTAS LTDA,,FILIAL,ATIVA,4930202,3811400;4213800;4313400;4921301;4921302;4922102;4923002;4924800;4929902;5229002;6462000;7711000;7739099;8020001,MARIANA,MG,"2500000,00",01,CNAE_CARGA_TRANSPORTE
52672818000154,PLR MONITORAMENTO LTDA,PROLARME,MATRIZ,ATIVA,8020001,7739099;8111700,RESENDE,RJ,"15000,00",03,PALAVRA_CHAVE_GR
53882735000152,NX FORCE SERVICOS DE SEGURANCA E MONITORAMENTO LTDA,,MATRIZ,ATIVA,8011101,4321500;4759899;7739099;8020001;8299799,PIEDADE,SP,"10000,00",01,PALAVRA_CHAVE_GR
61144503000125,ESTRADAR TRANSPORTES E TURISMOS LTDA,ESTRADAR TURISMO,MATRIZ,ATIVA,7711000,0161099;1813001;3314713;3319800;4321500;4322302;4330402;4330404;4399102;4399104;4520001;4520005;4637199;4721102;4723700;4729699;4789099;4924800;4929901;4929902;4929903;4929904;4930201;4930202;4930204;5212500;5223100;5229002;5229099;5320201;6201501;6202300;6203100;6209100;7020400;7112000;7719501;7719599;7731400;7732201;7810800;7911200;8020001;8121400;8129000;8211300;8220200;8291100;9511800;9521500,PAULO AFONSO,BA,"100000,00",01,CNAE_CARGA_TRANSPORTE
55213194000103,JR MONITORAMENTO VEICULAR LTDA,JR MONITORAMENTO VEICULAR,MATRIZ,ATIVA,8020001,,RIBEIRAO DAS NEVES,MG,"6000,00",01,PALAVRA_CHAVE_GR
61005056000123,W. S. SOUSA MONITORAMENTO DE ALARMES LTDA,LEAO MOTOS,MATRIZ,ATIVA,8020001,4321500;4757100;4930201;4930202;4930203;4930204;5212500;7711000;7739099;8011101;8111700;9521500,CURITIBA,PR,"50000,00",01,PALAVRA_CHAVE_GR
59570842000121,BARREIRAS SYSTEM RASTREAMENTO E LOCACAO VEICULAR LTDA,BARREIRAS SYSTEM RASTREAMENTO E LOCACAO VEICULAR,MATRIZ,ATIVA,8020001,5229002;7711000;8299799,BARREIRAS,BA,"10000,00",01,PALAVRA_CHAVE_GR
54132800000195,SQ ASSISTENCIA TECNICA DE SEGUROS AUTOMOTIVOS LTDA,SQ RASTREADORES AUTOMOTIVOS,MATRIZ,ATIVA,4520007,4520003;5229002;7420001,CABO FRIO,RJ,"10000,00",01,PALAVRA_CHAVE_GR
53766621000147,POLARIS RASTREAMENTO LTDA,POLARIS RASTREAMENTO,MATRIZ,ATIVA,6190699,4530703;4651601;4744099;4759899,VARGINHA,MG,"10000,00",01,PALAVRA_CHAVE_GR
60390139000110,SEG MONITORAMENTO E SERVICOS TERCEIRIZADOS LTDA,,MATRIZ,ATIVA,8020001,0161003;4311802;4321500;4399103;4742300;4751201;4752100;4759899;4789007;6209100;7719599;7732201;7732202;8111700;8121400;8129000;8130300;8219999;8291100;9511800,CAPAO BONITO,SP,"190000,00",01,PALAVRA_CHAVE_GR
44109496000101,"RASTRO GESTAO, CONSULTORIA E MITIGACAO DE RISCO LTDA","RASTRO GESTAO, CONSULTORIA E MITIGACAO DE RISCO",MATRIZ,ATIVA,8291100,5320201;6201501;6311900;7020400;7490199;8299799,RECIFE,PE,"50000,00",01,PALAVRA_CHAVE_GR
49075285000119,MSGC RASTREAMENTO VEICULAR LTDA,SEGMAIS RASTREAMENTO,MATRIZ,ATIVA,8020001,4321500,ANANINDEUA,PA,"10000,00",01,PALAVRA_CHAVE_GR
54142753000160,ATORSEG ASSISTENCIA E PREVENCAO DE ACIDENTES E ROUBO DE CARGAS LTDA,ATORSEG,MATRIZ,ATIVA,5229099,8011101;8020001,GUARULHOS,SP,"120000,00",03,CNAE_CARGA_TRANSPORTE
52030829000130,NC ELETROSUL MONITORAMENTO PATRIMONIAL LTDA,NC ELETROSUL MONITORAMENTO,MATRIZ,ATIVA,8020001,4321500;4322301;4530703;4530704;4530705;4742300;4744099;4753900;8011101,ITAQUI,RS,"150000,00",01,PALAVRA_CHAVE_GR
59936928000125,RUDIMAR SCARIOT LTDA,RMH MONITORAMENTO,MATRIZ,ATIVA,8011101,4321500;4742300;4751201;4753900;7319002;7990200;8020001;8020002;8230001,ITATIBA DO SUL,RS,"5000,00",01,PALAVRA_CHAVE_GR
54836193000144,"ALTERNATIVA TRANSPORTE, SERVICOS, ADMINISTRACAO E COMERCIO LTDA",ALTERNATIVA,MATRIZ,ATIVA,5620104,1013901;1033302;1052000;1091101;3600602;3702900;3811400;4120400;4211102;4213800;4292801;4299501;4311802;4321500;4322301;4322302;4322303;4329104;4330403;4330404;4399102;4530703;4651601;4724500;4729699;4741500;4742300;4743100;4744001;4744002;4744003;4744004;4744005;4744006;4744099;4751202;4753900;4754701;4754702;4754703;4755502;4756300;4759801;4759899;4761003;4763601;4763602;4763604;4772500;4781400;4782201;4789002;4789008;4789009;4921301;4922102;4923002;4924800;4929901;4930201;4930202;5223100;5250804;5611201;5611203;5612100;5620102;5620103;7711000;7719599;7721700;7729201;7732201;7732202;7733100;7739003;7739099;8020001;8121400;8122200;8129000;8130300;8230001;8299799;8599604;8621601;9319199,SAO PAULO,SP,"4650000,00",01,CNAE_CARGA_TRANSPORTE
61990093000133,WM APOIO E MONITORAMENTO LTDA,WM SEGURANCAS E BOMBEIROS,MATRIZ,ATIVA,8230001,7739003;7739099;8020001;8020002;8111700;8121400;9001906,VESPASIANO,MG,"100,00",01,PALAVRA_CHAVE_GR
62063044000118,L M RASTREAMENTO VEICULAR LTDA,STARTSAT,MATRIZ,ATIVA,8020001,7020400,VOTUPORANGA,SP,"50000,00",01,PALAVRA_CHAVE_GR
62200824000162,D. LOPES BATISTA DA ROSA,DM PORTARIA E MONITORAMENTO,MATRIZ,ATIVA,8111700,,RIO BRILHANTE,MS,"30000,00",01,PALAVRA_CHAVE_GR
62289058000154,RASTRO FORTE RASTREAMENTO VEICULAR LTDA,RASTRO FORTE RASTREAMENTO,MATRIZ,ATIVA,8020001,4520007,UNAI,MG,"15000,00",01,PALAVRA_CHAVE_GR
62450591000156,PREZELE M & T MONITORAMENTO PATRIMONIAL LTDA,,MATRIZ,ATIVA,8111700,4789005;4929901;4929902;4929999;4930201;4930202;4930203;4930204;6204000;6209100;8020001;8020002,COTIA,SP,"10000,00",01,PALAVRA_CHAVE_GR
62580052000131,ALEX SERVICOS E TRANSPORTE LTDA,ALEX SERVICOS E TRANSPORTES,MATRIZ,ATIVA,8020002,3314708;4512901;4542101;4921301;4923002;4929901;7739099;7810800,CABO VERDE,MG,"30000,00",03,CNAE_CARGA_TRANSPORTE
62614178000180,62.614.178 KELLY DINIZ FROTA,,MATRIZ,ATIVA,4759899,4321500;4752100;7739099;8020002,RIBEIRAO PRETO,SP,"2000,00",01,CNAE_CARGA_TRANSPORTE
62688594000122,RJSAT RASTREAMENTO E ASSISTENCIA 24 HORAS LTDA,RJSAT,MATRIZ,ATIVA,8020001,4520007;4530703;7739099,RIO DE JANEIRO,RJ,"60000,00",03,PALAVRA_CHAVE_GR
62729192000129,EJKW GERENCIADORA DE OBRAS LTDA,EJKW GERENCIADORA,MATRIZ,ATIVA,4399101,7112000,RECIFE,PE,"10000,00",05,PALAVRA_CHAVE_GR
62805235000108,SAJ MONITORAMENTO LTDA,,MATRIZ,ATIVA,8020001,,SAO JOSE DOS PINHAIS,PR,"20000,00",01,PALAVRA_CHAVE_GR
62812806000131,TCA360 MONITORAMENTO LTDA,TCA360 MONITORAMENTO,MATRIZ,ATIVA,7711000,5229002;8020001,SANTA CRUZ DO CAPIBARIBE,PE,"50000,00",01,PALAVRA_CHAVE_GR
62827417000180,PEG MONITORAMENTO LTDA,,MATRIZ,ATIVA,8020002,8111700,SARZEDO,MG,"5000,00",01,PALAVRA_CHAVE_GR
62918852000110,SX SOLUTIONS SERVICOS E MONITORAMENTO VEICULAR LTDA,SX SOLUTIONS,MATRIZ,ATIVA,8211300,3321000;4520001;4520003;4530703;4530706;4541203;4541204;4543900;4751201;6311900;7490104;7711000;7719599;7740300;8020001,SANTO ANDRE,SP,"30000,00",01,PALAVRA_CHAVE_GR
63092659000135,TELESAT RASTREAMENTO LTDA,TELESAT RASTREAMENTO,MATRIZ,ATIVA,8020001,7711000;8011101;8020002,CAMPINAS,SP,"15000,00",01,PALAVRA_CHAVE_GR
63156695000115,J S CARNEIRO TRANSPORTE E SERVICOS LTDA,,MATRIZ,ATIVA,4930202,4120400;4313400;4322303;4330499;4399101;4520001;4520002;4520003;4520004;4520005;4520006;4520007;4520008;4930204;5212500;5250804;6190699;7112000;7711000;8020001;8599604,CAUCAIA,CE,"40000,00",01,CNAE_CARGA_TRANSPORTE
63285182000104,PRS TRANSPORTES SOCIEDADE UNIPESSOAL LTDA,,MATRIZ,ATIVA,4930203,8020001,LONDRINA,PR,"5000,00",01,CNAE_CARGA_TRANSPORTE
01945637002167,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,PIRAI DO SUL,PR,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637000202,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,PALMAS,TO,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637000970,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,PETROLINA,PE,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637001276,REAL MAIA TRANSPORTES TERRESTRES LTDA,,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,BARREIRAS,BA,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637001861,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,SOLEDADE,RS,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637000385,REAL MAIA TRANSPORTES TERRESTRES LTDA,,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,IMPERATRIZ,MA,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637001438,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,IBATIBA,ES,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637002086,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,MACEIO,AL,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637001195,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,RIBEIRAO PRETO,SP,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637001357,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,VILA RICA,MT,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637001942,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,BALNEARIO CAMBORIU,SC,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637000466,REAL MAIA TRANSPORTES TERRESTRES LTDA,,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,PARAUAPEBAS,PA,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637000113,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,MATRIZ,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,PORTO NACIONAL,TO,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637001519,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,CAMPINA GRANDE,PB,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637001004,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,UBERLANDIA,MG,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637001608,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,NATAL,RN,"15000000,00",03,CNAE_CARGA_TRANSPORTE
01945637001780,REAL MAIA TRANSPORTES TERRESTRES LTDA,REAL MAIA,FILIAL,ATIVA,4922102,4511106;4520002;4520003;4921301;4922101;4922103;4923001;4923002;4924800;4929901;4929902;4930202;7711000;7911200;8020001;8219999,ARACAJU,SE,"15000000,00",03,CNAE_CARGA_TRANSPORTE
49871213003799,IC TRANSPORTES LTDA.,,FILIAL,ATIVA,4930203,0161003;0161099;4520001;4520003;4520004;4520005;4520006;4520007;4930201;4930202;5211701;5211799;5212500;5223100;5229002;5240199;5250804;7711000;7719599;7731400;7830200;8020001;8129000;8292000,ITAQUAQUECETUBA,SP,"15321255,00",05,CNAE_CARGA_TRANSPORTE
49871213009487,IC TRANSPORTES LTDA.,,FILIAL,ATIVA,4930203,0161003;0161099;4520001;4520003;4520004;4520005;4520006;4520007;4923002;4930201;4930202;5211701;5211799;5212500;5223100;5229002;5229099;5240199;5250804;7711000;7719599;7731400;7830200;8020001;8129000;8292000,CATALAO,GO,"15321255,00",05,CNAE_CARGA_TRANSPORTE
49871213009720,IC TRANSPORTES LTDA.,,FILIAL,ATIVA,4930203,0161003;0161099;4520003;4520004;4520005;4520006;4520007;4923002;4930202;5211701;5211799;5212500;5223100;5229002;5229099;5240199;5250804;7711000;7719599;7731400;7830200;8020001;8129000;8292000,CABO DE SANTO AGOSTINHO,PE,"15321255,00",05,CNAE_CARGA_TRANSPORTE
49871213003446,IC TRANSPORTES LTDA.,,FILIAL,ATIVA,4930203,4684299;4930202;7719599;8020001,URUCUI,PI,"15321255,00",05,CNAE_CARGA_TRANSPORTE
49871213006038,IC TRANSPORTES LTDA.,,FILIAL,ATIVA,4930203,0161003;0161099;4520001;4520003;4520004;4520005;4520006;4520007;4923002;4930201;4930202;5211701;5211799;5212500;5223100;5229002;5229099;5240199;5250804;7711000;7719599;7731400;7830200;8020001;8129000;8292000,EUNAPOLIS,BA,"15321255,00",05,CNAE_CARGA_TRANSPORTE
49871213007948,IC TRANSPORTES LTDA.,,FILIAL,ATIVA,4930203,0161003;0161099;4520003;4520004;4520005;4520006;4520007;4923002;4930202;5211701;5211799;5212500;5223100;5229002;5229099;5250804;7711000;7719599;7731400;8020001;8129000;8292000,UBERABA,MG,"15321255,00",05,CNAE_CARGA_TRANSPORTE
